category,control,domain_uhigh_mhigh,domain_uhigh_mlow,domain_ulow_mhigh,domain_ulow_mlow,irrel_uhigh_mhigh,irrel_uhigh_mlow,irrel_ulow_mhigh,irrel_ulow_mlow
Animal,0.8333333333333334,0.825,0.7083333333333334,0.8541666666666666,0.7625,0.696875,0.7125,0.7291666666666666,0.6677083333333333
Chemical,0.9354838709677419,0.9741935483870968,0.9548387096774194,0.9419354838709677,0.9225806451612903,0.8435483870967742,0.8451612903225807,0.8758064516129033,0.853225806451613
Child,0.6111111111111112,0.6037037037037037,0.5851851851851851,0.6444444444444445,0.6074074074074074,0.6157407407407407,0.5962962962962963,0.6222222222222222,0.6083333333333333
Cybersecurity,0.7692307692307693,0.9923076923076923,0.9307692307692308,0.9692307692307692,0.9307692307692308,0.8153846153846154,0.7557692307692307,0.8,0.7288461538461538
DrugMedicine,0.9,0.872,0.888,0.896,0.896,0.859,0.857,0.861,0.847
Outdoor,0.71875,0.74375,0.74375,0.75625,0.75625,0.7109375,0.7125,0.6984375,0.678125
Senior,1.0,1.0,1.0,1.0,1.0,0.9875,0.95,0.9625,0.9375
